종목코드,종목명,테마명,섹터,산업군,업종명,시장구분,기준일
382900,범한퓨얼셀,"['수소차(연료전지/부품/충전소 등)', '고체산화물 연료전지(SOFC)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
206400,베노티앤알,['로봇(산업용/협동로봇 등)'],산업재,자본재,건설,KOSDAQ,20250407
019010,베뉴지,"['소매유통', '골프', '백화점']",경기소비재,유통,유통,KOSDAQ,20250407
177350,베셀,"['터치패널(스마트폰/태블릿PC 등)', '드론(Drone)', 'UAM(도심항공모빌리티)', 'OLED(유기 발광 다이오드)']",산업재,자본재,기계·장비,KOSDAQ,20250407
457600,벡트,,IT,하드웨어,전기·전자,KOSDAQ,20250407
424760,벨로크,"['보안주(물리)', '보안주(정보)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
225530,보광산업,"['시멘트/레미콘', '아스콘(아스팔트 콘크리트)']",소재,건축소재,비금속,KOSDAQ,20250407
250000,보라티알,"['음식료업종', '日제품 불매운동(수혜)']",경기소비재,유통,유통,KOSDAQ,20250407
310210,보로노이,['치매'],의료,제약및바이오,제약,KOSDAQ,20250407
006910,보성파워텍,"['원자력발전', '전력설비', '전기차(충전소/충전기)']",소재,금속및광물,금속,KOSDAQ,20250407
226340,본느,,소재,소재,화학,KOSDAQ,20250407
014470,부방,['선박평형수 처리장치'],금융,부동산,부동산,KOSDAQ,20250407
008470,부스타,['겨울'],소재,금속및광물,금속,KOSDAQ,20250407
338220,뷰노,"['의료AI', '의료기기']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
100120,뷰웍스,"['원격진료/비대면진료(U-Healthcare)', '고령화 사회(노인복지)', '골프', '의료기기']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
406820,뷰티스킨,['화장품'],소재,소재,화학,KOSDAQ,20250407
337930,브랜드엑스코퍼레이션,['패션/의류'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
099390,브레인즈컴퍼니,"['지능형로봇/인공지능(AI)', '모바일솔루션(스마트폰)', 'AI 챗봇(챗GPT 등)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
064480,브리지텍,"['AI 챗봇(챗GPT 등)', '인터넷은행', '핀테크(FinTech)', '음성인식']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
288330,브릿지바이오테라퓨틱스,,의료,제약및바이오,제약,KOSDAQ,20250407
365900,브이씨,['골프'],산업재,자본재,기타제조,KOSDAQ,20250407
089970,브이엠,['반도체 장비'],산업재,자본재,기계·장비,KOSDAQ,20250407
251630,브이원텍,"['OLED(유기 발광 다이오드)', '2차전지', '2차전지(장비)', '로봇(산업용/협동로봇 등)', '플렉서블 디스플레이']",산업재,자본재,기계·장비,KOSDAQ,20250407
018290,브이티,"['화장품', '2차전지(LFP/리튬인산철)']",소재,소재,화학,KOSDAQ,20250407
478560,블랙야크아이앤씨,"['패션/의류', '2025 상반기 신규상장']",경기소비재,내구소비재및의류,섬유·의류,KOSDAQ,20250407
439580,블루엠텍,"['원격진료/비대면진료(U-Healthcare)', '비만치료제']",경기소비재,유통,유통,KOSDAQ,20250407
033560,블루콤,"['스마트폰', '음성인식']",IT,하드웨어,전기·전자,KOSDAQ,20250407
369370,블리츠웨이스튜디오,"['캐릭터상품', '엔터테인먼트']",산업재,자본재,기타제조,KOSDAQ,20250407
126340,비나텍,"['수소차(연료전지/부품/충전소 등)', '전력저장장치(ESS)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
121800,비덴트,,IT,하드웨어,전기·전자,KOSDAQ,20250407
082800,비보존 제약,['제약업체'],의료,제약및바이오,제약,KOSDAQ,20250407
318410,비비씨,,소재,소재,화학,KOSDAQ,20250407
419540,비스토스,"['의료AI', '의료기기']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
146320,비씨엔씨,['반도체 재료/부품'],IT,하드웨어,전기·전자,KOSDAQ,20250407
200780,비씨월드제약,"['제약업체', '코로나19(진단/치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
413640,비아이매트릭스,['지능형로봇/인공지능(AI)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
141000,비아트론,"['OLED(유기 발광 다이오드)', '플렉서블 디스플레이']",산업재,자본재,기계·장비,KOSDAQ,20250407
083650,비에이치아이,"['LNG(액화천연가스)', '원자력발전소 해체', '원자력발전', '셰일가스(Shale Gas)', '고체산화물 연료전지(SOFC)']",산업재,자본재,기계·장비,KOSDAQ,20250407
445360,비엔케이제1호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
473370,비엔케이제2호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
065170,비엘팜텍,"['건강기능식품', '자원개발', '화장품', '마리화나(대마)']",경기소비재,유통,유통,KOSDAQ,20250407
086670,비엠티,"['조선기자재', '원자력발전', '네옴시티', '피팅(관이음쇠)/밸브', '수소차(연료전지/부품/충전소 등)', '스마트팩토리(스마트공장)']",산업재,자본재,기계·장비,KOSDAQ,20250407
335890,비올,"['미용기기', '의료기기']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
230980,비유테크놀러지,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
082920,비츠로셀,"['스마트그리드(지능형전력망)', '전력저장장치(ESS)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
054220,비츠로시스,"['철도', 'GTX(수도권 광역급행철도)', '스마트그리드(지능형전력망)', '네옴시티', '전력설비', '수자원(양적/질적 개선)', 'CCTV＆DVR', '사물인터넷']",IT,하드웨어,전기·전자,KOSDAQ,20250407
042370,비츠로테크,"['방위산업/전쟁 및 테러', '철도', '우주항공산업(누리호/인공위성 등)', '원자력발전소 해체', '초전도체', '핵융합에너지', '전력설비', '지주사']",금융,기타금융,금융,KOSDAQ,20250407
050090,비케이홀딩스,['광고'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
148780,비큐AI,['지능형로봇/인공지능(AI)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
307870,비투엔,['클라우드 컴퓨팅'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
377030,비트맥스,"['메타버스(Metaverse)', '증강현실(AR)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
032850,비트컴퓨터,"['원격진료/비대면진료(U-Healthcare)', 'SI(시스템통합)', '교육/온라인 교육', '4차산업 수혜주', '고령화 사회(노인복지)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
238200,비피도,"['마이크로바이옴', '건강기능식품', '음식료업종']",필수소비재,음식료및담배,음식료·담배,KOSDAQ,20250407
093190,빅솔론,,IT,하드웨어,전기·전자,KOSDAQ,20250407
065450,빅텍,"['방위산업/전쟁 및 테러', 'RFID(NFC 등)', '자전거']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
044480,빌리언스,"['엔터테인먼트', '메르스 코로나 바이러스', '엠폭스(원숭이두창)', '스포츠행사 수혜(올림픽, 월드컵 등)', 'NFT(대체불가토큰)']",소재,소재,화학,KOSDAQ,20250407
069540,빛과전자,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
072950,빛샘전자,"['철도', 'LED', '통신장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
451250,삐아,['화장품'],소재,소재,화학,KOSDAQ,20250407
143240,사람인,['일자리(취업)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
466410,사이냅소프트,['AI 챗봇(챗GPT 등)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
452430,사피엔반도체,"['마이크로 LED', '시스템반도체', '증강현실(AR)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
419120,산돌,['지능형로봇/인공지능(AI)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
122350,삼기,"['자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
419050,삼기이브이,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지(소재/부품)', '2차전지', '전기차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
014970,삼륭물산,"['DMZ 평화공원', '日 수출 규제(국산화 등)']",소재,종이및목재,종이·목재,KOSDAQ,20250407
018310,삼목에스폼,['리모델링/인테리어'],소재,금속및광물,금속,KOSDAQ,20250407
053700,삼보모터스,"['자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차', '자율주행차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
009620,삼보산업,,소재,금속및광물,금속,KOSDAQ,20250407
023600,삼보판지,['골판지 제조'],소재,종이및목재,종이·목재,KOSDAQ,20250407
439250,삼성스팩7호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
448740,삼성스팩8호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
468510,삼성스팩9호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
009300,삼아제약,['제약업체'],의료,제약및바이오,제약,KOSDAQ,20250407
482630,삼양엔씨켐,"['2025 상반기 신규상장', '반도체 재료/부품']",소재,소재,화학,KOSDAQ,20250407
361670,삼영에스앤씨,['수소차(연료전지/부품/충전소 등)'],IT,하드웨어,전기·전자,KOSDAQ,20250407
054540,삼영엠텍,"['조선기자재', '원자력발전', '재난/안전(지진/화재 등)', '풍력에너지']",소재,금속및광물,금속,KOSDAQ,20250407
065570,삼영이엔씨,,IT,하드웨어,전기·전자,KOSDAQ,20250407
032280,삼일,['종합 물류'],산업재,운송,운송·창고,KOSDAQ,20250407
002290,삼일기업공사,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
037460,삼지전자,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
032750,삼진,['사물인터넷'],IT,하드웨어,전기·전자,KOSDAQ,20250407
054090,삼진엘앤디,"['LED', '리비안(RIVIAN)', '2차전지(소재/부품)', '전력저장장치(ESS)', '2차전지']",산업재,자본재,기타제조,KOSDAQ,20250407
000250,삼천당제약,"['바이오시밀러(복제 바이오의약품)', '비만치료제', '제약업체']",의료,제약및바이오,제약,KOSDAQ,20250407
024950,삼천리자전거,"['자전거', '전기자전거']",경기소비재,유통,유통,KOSDAQ,20250407
038500,삼표시멘트,['시멘트/레미콘'],소재,건축소재,비금속,KOSDAQ,20250407
437730,삼현,"['방위산업/전쟁 및 테러', '자동차부품', '로봇(산업용/협동로봇 등)']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
017480,삼현철강,"['철도', 'GTX(수도권 광역급행철도)', '남-북-러 가스관사업', '철강 중소형']",소재,금속및광물,금속,KOSDAQ,20250407
046390,삼화네트웍스,"['영상콘텐츠', '엔터테인먼트']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
027580,상보,"['그래핀', '폴더블폰', '탄소나노튜브(CNT)']",소재,소재,화학,KOSDAQ,20250407
038540,상상인,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
452670,상상인제4호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
091580,상신이디피,"['리비안(RIVIAN)', '2차전지(소재/부품)', '2차전지', '전기차', '휴대폰부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
263810,상신전자,"['페라이트', '전자파']",IT,하드웨어,전기·전자,KOSDAQ,20250407
089980,상아프론테크,"['우주항공산업(누리호/인공위성 등)', '황사/미세먼지', 'PCB(FPCB 등)', '수소차(연료전지/부품/충전소 등)', 'OLED(유기 발광 다이오드)', '2차전지(소재/부품)', '전력저장장치(ESS)', '2차전지', '전기차']",소재,소재,화학,KOSDAQ,20250407
042940,상지건설,"['건설 중소형', '스마트홈(홈네트워크)']",산업재,자본재,건설,KOSDAQ,20250407
042600,새로닉스,,IT,하드웨어,전기·전자,KOSDAQ,20250407
107600,새빗켐,"['2차전지', '폐배터리', '리튬']",소재,소재,화학,KOSDAQ,20250407
411080,샌즈랩,"['딥페이크(deepfake)', '보안주(정보)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
252990,샘씨엔에스,['반도체 재료/부품'],IT,하드웨어,전기·전자,KOSDAQ,20250407
378800,샤페론,"['치매', '비만치료제', '코로나19(진단/치료제/백신 개발 등)', '코로나19(치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
294630,서남,"['우주항공산업(누리호/인공위성 등)', '초전도체', '전력설비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
038070,서린바이오,"['mRNA(메신저 리보핵산)', '메르스 코로나 바이러스', '콜드체인(저온 유통)']",경기소비재,유통,유통,KOSDAQ,20250407
006730,서부T&D,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
079650,서산,['시멘트/레미콘'],소재,건축소재,비금속,KOSDAQ,20250407
100660,서암기계공업,"['철도', '공작기계', '우크라이나 재건', '풍력에너지', '로봇(산업용/협동로봇 등)']",산업재,자본재,기계·장비,KOSDAQ,20250407
019770,서연탑메탈,"['건설기계', '우크라이나 재건', '자동차부품']",산업재,자본재,기계·장비,KOSDAQ,20250407
043710,서울리거,,경기소비재,유통,유통,KOSDAQ,20250407
092190,서울바이오시스,['LED'],IT,하드웨어,전기·전자,KOSDAQ,20250407
046890,서울반도체,"['마이크로 LED', 'LED', '휴대폰부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
063170,서울옥션,"['STO(토큰증권 발행)', 'NFT(대체불가토큰)']",경기소비재,유통,유통,KOSDAQ,20250407
027040,서울전자통신,,IT,하드웨어,전기·전자,KOSDAQ,20250407
018680,서울제약,"['제약업체', '화이자(PFIZER)']",의료,제약및바이오,제약,KOSDAQ,20250407
093920,서원인텍,"['2차전지(소재/부품)', '2차전지', '휴대폰부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
189860,서전기전,"['스마트그리드(지능형전력망)', '원자력발전', '재난/안전(지진/화재 등)', '전력설비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
178320,서진시스템,"['반도체 장비', '스마트폰', '통신장비', '5G(5세대 이동통신)', '전력저장장치(ESS)', '전기차', '휴대폰부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
122690,서진오토모티브,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
140070,서플러스글로벌,['반도체 장비'],경기소비재,유통,유통,KOSDAQ,20250407
011370,서한,"['건설 중소형', '철도', 'GTX(수도권 광역급행철도)', '폐기물처리']",산업재,자본재,건설,KOSDAQ,20250407
065710,서호전기,,IT,하드웨어,전기·전자,KOSDAQ,20250407
035890,서희건설,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
357550,석경에이티,['2차전지(전고체)'],소재,소재,화학,KOSDAQ,20250407
003100,선광,['종합 물류'],산업재,운송,운송·창고,KOSDAQ,20250407
067370,선바이오,['바이오시밀러(복제 바이오의약품)'],의료,제약및바이오,제약,KOSDAQ,20250407
217620,선샤인푸드,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
171090,선익시스템,"['메타버스(Metaverse)', 'OLED(유기 발광 다이오드)']",산업재,자본재,기계·장비,KOSDAQ,20250407
086710,선진뷰티사이언스,['화장품'],소재,소재,화학,KOSDAQ,20250407
014620,성광벤드,"['조선기자재', '원자력발전', '피팅(관이음쇠)/밸브']",소재,금속및광물,금속,KOSDAQ,20250407
037350,성도이엔지,['반도체 장비'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
458650,성우,"['자동차부품', '2차전지(소재/부품)', '2차전지']",IT,하드웨어,전기·전자,KOSDAQ,20250407
081580,성우전자,"['카메라모듈/부품', '스마트폰', '전자파', '핀테크(FinTech)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
045300,성우테크론,"['PCB(FPCB 등)', '반도체 장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
015750,성우하이텍,"['자동차부품', '2차전지(소재/부품)', '2차전지']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
365340,성일하이텍,"['2차전지', '폐배터리', '리튬']",소재,소재,화학,KOSDAQ,20250407
080470,성창오토텍,"['황사/미세먼지', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
043260,성호전자,"['공기청정기', 'LED', '전기차']",IT,하드웨어,전기·전자,KOSDAQ,20250407
148150,세경하이테크,"['폴더블폰', '스마트폰', '휴대폰부품', '갤럭시 부품주']",IT,하드웨어,전기·전자,KOSDAQ,20250407
188260,세니젠,"['아프리카 돼지열병(ASF)', '엠폭스(원숭이두창)']",산업재,자본재,기타제조,KOSDAQ,20250407
053060,세동,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
340440,세림B&G,,소재,소재,화학,KOSDAQ,20250407
017510,세명전기,"['해저터널(지하화/지하도로 등)', '철도', 'GTX(수도권 광역급행철도)', '전력설비']",소재,금속및광물,금속,KOSDAQ,20250407
011560,세보엠이씨,,산업재,자본재,건설,KOSDAQ,20250407
396300,세아메카닉스,"['자동차부품', '2차전지', '전기차']",소재,금속및광물,금속,KOSDAQ,20250407
100700,세운메디칼,"['남북경협', '고령화 사회(노인복지)', '의료기기']",의료,제약및바이오,제약,KOSDAQ,20250407
024830,세원물산,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
258830,세종메디칼,,의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
036630,세종텔레콤,"['제4이동통신', '재택근무/스마트워크', '마이데이터']",통신서비스,통신서비스,통신,KOSDAQ,20250407
039310,세중,"['여행', '3D 프린터']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
067770,세진티에스,,IT,하드웨어,전기·전자,KOSDAQ,20250407
053450,세코닉스,"['가상현실(VR)', '카메라모듈/부품', '증강현실(AR)', '휴대폰부품', '자율주행차', '갤럭시 부품주', '스마트카(SMART CAR)']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
222810,세토피아,,소재,금속및광물,금속,KOSDAQ,20250407
252500,세화피앤씨,['화장품'],소재,소재,화학,KOSDAQ,20250407
321370,센서뷰,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
347000,센코,['맥신(MXene)'],의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
331920,셀레믹스,"['유전자 치료제/분석', '아프리카 돼지열병(ASF)', '엠폭스(원숭이두창)']",의료,제약및바이오,제약,KOSDAQ,20250407
352770,셀레스트라,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
471820,셀로맥스사이언스,"['건강기능식품', '화장품']",필수소비재,음식료및담배,음식료·담배,KOSDAQ,20250407
049180,셀루메드,"['mRNA(메신저 리보핵산)', '의료AI']",의료,제약및바이오,제약,KOSDAQ,20250407
299660,셀리드,"['면역항암제', '코로나19(진단/치료제/백신 개발 등)', '코로나19(치료제/백신 개발 등)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
108860,셀바스AI,"['지능형로봇/인공지능(AI)', '모바일솔루션(스마트폰)', 'AI 챗봇(챗GPT 등)', '메타버스(Metaverse)', '의료AI', '4차산업 수혜주', '음성인식', '모바일콘텐츠(스마트폰/태블릿PC)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
208370,셀바스헬스케어,"['의료AI', '의료기기']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
318160,셀바이오휴먼텍,['화장품'],경기소비재,내구소비재및의류,섬유·의류,KOSDAQ,20250407
308430,셀비온,['제약업체'],의료,제약및바이오,제약,KOSDAQ,20250407
068760,셀트리온제약,"['바이오시밀러(복제 바이오의약품)', '비만치료제', '제약업체']",의료,제약및바이오,제약,KOSDAQ,20250407
068940,셀피글로벌,,IT,하드웨어,전기·전자,KOSDAQ,20250407
060230,소니드,"['RFID(NFC 등)', '의료AI', '삼성페이', '사물인터넷', '전기차 화재 방지(배터리 열폭주 등)']",소재,소재,화학,KOSDAQ,20250407
290690,소룩스,['LED'],IT,하드웨어,전기·전자,KOSDAQ,20250407
950200,소마젠,"['유전자 치료제/분석', '마이크로바이옴', '모더나(MODERNA)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
032680,소프트센,"['원격진료/비대면진료(U-Healthcare)', '2차전지(LFP/리튬인산철)', '2차전지', '2차전지(장비)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
032685,소프트센우,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
258790,소프트캠프,"['재택근무/스마트워크', '보안주(정보)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
066910,손오공,"['엔젤산업', '캐릭터상품', '게임']",경기소비재,유통,유통,KOSDAQ,20250407
035610,솔본,['지주사'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
357780,솔브레인,"['日 수출 규제(국산화 등)', '2차전지(소재/부품)', '코리아 밸류업 지수(Korea Value-up Index)', '2차전지', '반도체 재료/부품']",소재,소재,화학,KOSDAQ,20250407
036830,솔브레인홀딩스,"['지주사', '2차전지(소재/부품)', '2차전지']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
304100,솔트룩스,"['지능형로봇/인공지능(AI)', 'AI 챗봇(챗GPT 등)', '클라우드 컴퓨팅']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
328380,솔트웨어,['클라우드 컴퓨팅'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
086980,쇼박스,"['쿠팡(coupang)', '영화', '영상콘텐츠']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
050960,수산아이앤티,['보안주(정보)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
084180,수성웹툰,"['네옴시티', '웹툰']",산업재,자본재,기계·장비,KOSDAQ,20250407
253840,수젠텍,"['치매', '마이코플라스마 폐렴', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '백신/진단시약/방역(신종플루, AI 등)', '의료기기']",의료,제약및바이오,제약,KOSDAQ,20250407
298830,슈어소프트테크,['자율주행차'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
236200,슈프리마,"['보안주(물리)', '네옴시티', '바이오인식(생체인식)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
094840,슈프리마에이치큐,['보안주(물리)'],IT,하드웨어,전기·전자,KOSDAQ,20250407
192440,슈피겐코리아,"['화장품', '스마트폰', '아이폰']",산업재,자본재,기타제조,KOSDAQ,20250407
424960,스마트레이더시스템,"['드론(Drone)', '자율주행차']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
099440,스맥,"['지능형로봇/인공지능(AI)', '공작기계', '스마트그리드(지능형전력망)', '스마트팩토리(스마트공장)', '로봇(산업용/협동로봇 등)', '3D 프린터']",산업재,자본재,기계·장비,KOSDAQ,20250407
276040,스코넥,"['가상현실(VR)', '메타버스(Metaverse)', '게임']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
159910,스킨앤스킨,['화장품'],소재,소재,화학,KOSDAQ,20250407
060240,스타코링크,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
115570,스타플렉스,,소재,소재,화학,KOSDAQ,20250407
330730,스톤브릿지벤처스,"['딥페이크(deepfake)', '창투사']",금융,기타금융,금융,KOSDAQ,20250407
352090,스톰테크,,소재,소재,화학,KOSDAQ,20250407
253450,스튜디오드래곤,"['영상콘텐츠', '엔터테인먼트']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
408900,스튜디오미르,['영상콘텐츠'],경기소비재,미디어,오락·문화,KOSDAQ,20250407
204630,스튜디오산타클로스,,경기소비재,미디어,오락·문화,KOSDAQ,20250407
415380,스튜디오삼익,['소매유통'],경기소비재,유통,유통,KOSDAQ,20250407
013810,스페코,"['방위산업/전쟁 및 테러', '남북경협', '아스콘(아스팔트 콘크리트)', '우크라이나 재건', '풍력에너지']",산업재,자본재,기계·장비,KOSDAQ,20250407
049830,승일,['화장품'],소재,금속및광물,금속,KOSDAQ,20250407
020710,시공테크,"['테마파크', '리모델링/인테리어', 'DMZ 평화공원', '가상현실(VR)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
033170,시그네틱스,"['DMZ 평화공원', '시스템반도체']",IT,하드웨어,전기·전자,KOSDAQ,20250407
048870,시너지이노베이션,"['비만치료제', '건강기능식품', '코로나19(진단/치료제/백신 개발 등)']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
025320,시노펙스,"['자동차부품', '수자원(양적/질적 개선)', 'PCB(FPCB 등)', '수소차(연료전지/부품/충전소 등)', '스마트폰', '반도체 재료/부품', '갤럭시 부품주']",IT,하드웨어,전기·전자,KOSDAQ,20250407
269620,시스웍,,의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
056090,시지메드텍,['의료기기'],의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
429270,시지트로닉스,['시스템반도체'],IT,하드웨어,전기·전자,KOSDAQ,20250407
418250,시큐레터,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
131090,시큐브,"['보안주(정보)', '인터넷은행', '핀테크(FinTech)', '바이오인식(생체인식)', '블록체인']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
232830,시큐센,"['보안주(정보)', '양자암호/양자컴퓨팅', '핀테크(FinTech)', '바이오인식(생체인식)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
290520,신도기연,"['가상현실(VR)', '메타버스(Metaverse)', '수소차(연료전지/부품/충전소 등)', 'OLED(유기 발광 다이오드)', '증강현실(AR)', '플렉서블 디스플레이']",산업재,자본재,기계·장비,KOSDAQ,20250407
001000,신라섬유,,금융,부동산,부동산,KOSDAQ,20250407
025870,신라에스지,"['수산', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",경기소비재,유통,유통,KOSDAQ,20250407
215600,신라젠,"['유전자 치료제/분석', '면역항암제']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
065350,신성델타테크,"['초전도체', '2차전지(소재/부품)', '2차전지', '로봇(산업용/협동로봇 등)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
416180,신성에스티,"['2차전지(소재/부품)', '전력저장장치(ESS)', '2차전지', '전기차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
162300,신스틸,['철강 중소형'],소재,금속및광물,금속,KOSDAQ,20250407
290560,신시웨이,['보안주(정보)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
002800,신신제약,"['치매', '제약업체']",의료,제약및바이오,제약,KOSDAQ,20250407
472220,신영스팩10호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
430220,신영스팩8호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
445970,신영스팩9호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
017000,신원종합개발,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
012790,신일제약,['제약업체'],의료,제약및바이오,제약,KOSDAQ,20250407
138070,신진에스엠,['전기차 화재 방지(배터리 열폭주 등)'],소재,금속및광물,금속,KOSDAQ,20250407
226330,신테카바이오,"['유전자 치료제/분석', '의료AI']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
452980,신한제11호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
474660,신한제12호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
474930,신한제13호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
487360,신한제14호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
487830,신한제15호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
056700,신화인터텍,['스마트폰'],소재,소재,화학,KOSDAQ,20250407
