종목코드,종목명,업종명,테마명,기준일,raw테마명
277880,티에스아이,기계·장비,2차전지,20250510,2차전지(전고체)
131290,티에스이,의료·정밀기기,디스플레이,20250510,OLED(유기 발광 다이오드)
131290,티에스이,의료·정밀기기,반도체,20250510,반도체 장비
131290,티에스이,의료·정밀기기,디스플레이,20250510,LED장비
425420,티에프이,전기·전자,반도체,20250510,반도체 장비
484810,티엑스알로보틱스,기계·장비,기타 산업,20250510,2025 상반기 신규상장
484810,티엑스알로보틱스,기계·장비,디지털산업,20250510,스마트팩토리(스마트공장)
484810,티엑스알로보틱스,기계·장비,AI/로봇,20250510,로봇(산업용/협동로봇 등)
131100,티엔엔터테인먼트,오락·문화,소비재/유통,20250510,음식료업종
131100,티엔엔터테인먼트,오락·문화,게임/엔터,20250510,엔터테인먼트
356860,티엘비,전기·전자,반도체,20250510,PCB(FPCB 등)
356860,티엘비,전기·전자,반도체,20250510,CXL(컴퓨트익스프레스링크)
321550,티움바이오,일반서비스,바이오/제약,20250510,면역항암제
321550,티움바이오,일반서비스,바이오/제약,20250510,유전자 치료제/분석
425040,티이엠씨,화학,반도체,20250510,반도체 재료/부품
241790,티이엠씨씨엔에스,기계·장비,반도체,20250510,반도체 재료/부품
241790,티이엠씨씨엔에스,기계·장비,반도체,20250510,반도체 장비
241790,티이엠씨씨엔에스,기계·장비,2차전지,20250510,2차전지
241790,티이엠씨씨엔에스,기계·장비,2차전지,20250510,2차전지(장비)
104480,티케이케미칼,화학,원자력/에너지,20250510,석유화학
081150,티플랙스,금속,기타 산업,20250510,니켈
081150,티플랙스,금속,소재/금속,20250510,비철금속
081150,티플랙스,금속,소재/금속,20250510,희귀금속(희토류 등)
081150,티플랙스,금속,기타 산업,20250510,맥신(MXene)
081150,티플랙스,금속,원자력/에너지,20250510,원자력발전
081150,티플랙스,금속,전기차/자율주행,20250510,전기차
130740,티피씨글로벌,운송장비·부품,자동차/부품,20250510,자동차부품
130740,티피씨글로벌,운송장비·부품,AI/로봇,20250510,로봇(산업용/협동로봇 등)
084730,팅크웨어,전기·전자,전기차/자율주행,20250510,자율주행차
084730,팅크웨어,전기·전자,디지털산업,20250510,증강현실(AR)
440110,파두,전기·전자,반도체,20250510,시스템반도체
440110,파두,전기·전자,반도체,20250510,CXL(컴퓨트익스프레스링크)
033540,파라텍,기계·장비,환경/기후,20250510,재난/안전(지진/화재 등)
033540,파라텍,기계·장비,국제이슈,20250510,우크라이나 재건
388870,파로스아이바이오,일반서비스,AI/로봇,20250510,의료AI
043200,파루,전기·전자,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
043200,파루,전기·전자,바이오/제약,20250510,아프리카 돼지열병(ASF)
043200,파루,전기·전자,바이오/제약,20250510,슈퍼박테리아
043200,파루,전기·전자,환경/기후,20250510,태풍 및 장마
043200,파루,전기·전자,바이오/제약,20250510,메르스 코로나 바이러스
043200,파루,전기·전자,탄소/친환경,20250510,태양광에너지
214450,파마리서치,제약,의료/건강,20250510,보톡스(보툴리눔톡신)
214450,파마리서치,제약,의료/건강,20250510,미용기기
214450,파마리서치,제약,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
214450,파마리서치,제약,소비재/유통,20250510,화장품
214450,파마리서치,제약,의료/건강,20250510,의료기기
208340,파멥신,제약,,20250510,
177830,파버나인,전기·전자,AI/로봇,20250510,키오스크(KIOSK)
037070,파세코,전기·전자,소비재/유통,20250510,제습기
037070,파세코,전기·전자,환경/기후,20250510,겨울
037070,파세코,전기·전자,환경/기후,20250510,여름
037070,파세코,전기·전자,환경/기후,20250510,황사/미세먼지
037070,파세코,전기·전자,기타 산업,20250510,리모델링/인테리어
150900,파수,IT 서비스,AI/로봇,20250510,딥페이크(deepfake)
150900,파수,IT 서비스,의료/건강,20250510,재택근무/스마트워크
150900,파수,IT 서비스,블록체인/가상화폐,20250510,블록체인
150900,파수,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
150900,파수,IT 서비스,금융/핀테크,20250510,마이데이터
037030,파워넷,전기·전자,2차전지,20250510,2차전지
037030,파워넷,전기·전자,2차전지,20250510,2차전지(LFP/리튬인산철)
047310,파워로직스,전기·전자,2차전지,20250510,폐배터리
047310,파워로직스,전기·전자,자동차/부품,20250510,카메라모듈/부품
047310,파워로직스,전기·전자,기타 산업,20250510,초전도체
047310,파워로직스,전기·전자,IT/통신,20250510,스마트폰
047310,파워로직스,전기·전자,의료/건강,20250510,바이오인식(생체인식)
047310,파워로직스,전기·전자,반도체,20250510,갤럭시 부품주
047310,파워로직스,전기·전자,자동차/부품,20250510,휴대폰부품
047310,파워로직스,전기·전자,전기차/자율주행,20250510,전기차
047310,파워로직스,전기·전자,자동차/부품,20250510,전기자전거
047310,파워로직스,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
047310,파워로직스,전기·전자,2차전지,20250510,2차전지(소재/부품)
047310,파워로직스,전기·전자,2차전지,20250510,2차전지
368770,파이버프로,의료·정밀기기,우주/항공,20250510,우주항공산업(누리호/인공위성 등)
368770,파이버프로,의료·정밀기기,스마트도시,20250510,UAM(도심항공모빌리티)
368770,파이버프로,의료·정밀기기,우주/항공,20250510,방위산업/전쟁 및 테러
170790,파이오링크,전기·전자,IT/통신,20250510,클라우드 컴퓨팅
170790,파이오링크,전기·전자,블록체인/가상화폐,20250510,보안주(정보)
170790,파이오링크,전기·전자,IT/통신,20250510,통신장비
170790,파이오링크,전기·전자,금융/핀테크,20250510,마이데이터
049120,파인디앤씨,전기·전자,,20250510,
038950,파인디지털,전기·전자,미디어/SNS,20250510,음성인식
038950,파인디지털,전기·전자,전기차/자율주행,20250510,자율주행차
387570,파인메딕스,의료·정밀기기,의료/건강,20250510,의료기기
441270,파인엠텍,전기·전자,자동차/부품,20250510,휴대폰부품
441270,파인엠텍,전기·전자,디스플레이,20250510,폴더블폰
106240,파인테크닉스,전기·전자,디스플레이,20250510,LED
131760,파인텍,기계·장비,기타 바이오,20250510,양자암호/양자컴퓨팅
131760,파인텍,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
131760,파인텍,기계·장비,디스플레이,20250510,플렉서블 디스플레이
131760,파인텍,기계·장비,디스플레이,20250510,터치패널(스마트폰/태블릿PC 등)
131760,파인텍,기계·장비,디스플레이,20250510,폴더블폰
131760,파인텍,기계·장비,2차전지,20250510,2차전지
131760,파인텍,기계·장비,2차전지,20250510,2차전지(장비)
065690,파커스,화학,디스플레이,20250510,LED
140860,파크시스템스,의료·정밀기기,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
140860,파크시스템스,의료·정밀기기,반도체,20250510,반도체 장비
091700,파트론,전기·전자,금융/핀테크,20250510,삼성페이
091700,파트론,전기·전자,자동차/부품,20250510,카메라모듈/부품
091700,파트론,전기·전자,미디어/SNS,20250510,음성인식
091700,파트론,전기·전자,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
091700,파트론,전기·전자,자동차/부품,20250510,자동차부품
091700,파트론,전기·전자,IT/통신,20250510,스마트폰
091700,파트론,전기·전자,의료/건강,20250510,바이오인식(생체인식)
091700,파트론,전기·전자,반도체,20250510,갤럭시 부품주
091700,파트론,전기·전자,디지털산업,20250510,RFID(NFC 등)
032800,판타지오,오락·문화,게임/엔터,20250510,음원/음반
032800,판타지오,오락·문화,게임/엔터,20250510,엔터테인먼트
318010,팜스빌,음식료·담배,소비재/유통,20250510,음식료업종
318010,팜스빌,음식료·담배,의료/건강,20250510,건강기능식품
027710,팜스토리,음식료·담배,환경/기후,20250510,여름
027710,팜스토리,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
027710,팜스토리,음식료·담배,바이오/제약,20250510,아프리카 돼지열병(ASF)
027710,팜스토리,음식료·담배,게임/엔터,20250510,"스포츠행사 수혜(올림픽, 월드컵 등)"
027710,팜스토리,음식료·담배,소비재/유통,20250510,육계
027710,팜스토리,음식료·담배,소비재/유통,20250510,사료
225590,패션플랫폼,섬유·의류,소비재/유통,20250510,패션/의류
054300,팬스타엔터프라이즈,기계·장비,AI/로봇,20250510,퓨리오사AI
054300,팬스타엔터프라이즈,기계·장비,플랫폼/인터넷,20250510,쿠팡(coupang)
054300,팬스타엔터프라이즈,기계·장비,2차전지,20250510,2차전지(LFP/리튬인산철)
068050,팬엔터테인먼트,오락·문화,게임/엔터,20250510,엔터테인먼트
068050,팬엔터테인먼트,오락·문화,게임/엔터,20250510,영상콘텐츠
222110,팬젠,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
271830,팸텍,기계·장비,자동차/부품,20250510,카메라모듈/부품
271830,팸텍,기계·장비,전기차/자율주행,20250510,자율주행차
271830,팸텍,기계·장비,디지털산업,20250510,스마트팩토리(스마트공장)
271830,팸텍,기계·장비,반도체,20250510,반도체 장비
263750,펄어비스,IT 서비스,게임/엔터,20250510,게임
263750,펄어비스,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
263750,펄어비스,IT 서비스,메타버스,20250510,메타버스(Metaverse)
251970,펌텍코리아,화학,소비재/유통,20250510,화장품
168360,펨트론,기계·장비,반도체,20250510,PCB(FPCB 등)
168360,펨트론,기계·장비,반도체,20250510,반도체 장비
168360,펨트론,기계·장비,2차전지,20250510,2차전지
168360,펨트론,기계·장비,2차전지,20250510,2차전지(장비)
087010,펩트론,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
087010,펩트론,제약,의료/건강,20250510,치매
087010,펩트론,제약,바이오/제약,20250510,비만치료제
064800,포니링크,유통,IT/통신,20250510,클라우드 컴퓨팅
064800,포니링크,유통,소비재/유통,20250510,패션/의류
064800,포니링크,유통,미디어/SNS,20250510,SNS(소셜네트워크서비스)
064800,포니링크,유통,전기차/자율주행,20250510,자율주행차
064800,포니링크,유통,IT/통신,20250510,모바일솔루션(스마트폰)
064800,포니링크,유통,디지털산업,20250510,증강현실(AR)
119500,포메탈,금속,우주/항공,20250510,방위산업/전쟁 및 테러
119500,포메탈,금속,자동차/부품,20250510,자동차부품
119500,포메탈,금속,농업/식량,20250510,농업
119500,포메탈,금속,탄소/친환경,20250510,풍력에너지
119500,포메탈,금속,AI/로봇,20250510,로봇(산업용/협동로봇 등)
389140,포바이포,오락·문화,게임/엔터,20250510,영화
389140,포바이포,오락·문화,게임/엔터,20250510,영상콘텐츠
389140,포바이포,오락·문화,AI/로봇,20250510,퓨리오사AI
105760,포스뱅크,기계·장비,AI/로봇,20250510,키오스크(KIOSK)
009520,포스코엠텍,금속,소재/금속,20250510,비철금속
009520,포스코엠텍,금속,기타 산업,20250510,리튬
189690,포시에스,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
189690,포시에스,IT 서비스,의료/건강,20250510,재택근무/스마트워크
189690,포시에스,IT 서비스,IT/통신,20250510,클라우드 컴퓨팅
318020,포인트모바일,전기·전자,,20250510,
256630,포인트엔지니어링,금속,디스플레이,20250510,LED
256630,포인트엔지니어링,금속,디스플레이,20250510,OLED(유기 발광 다이오드)
256630,포인트엔지니어링,금속,반도체,20250510,반도체 장비
331380,포커스에이아이,전기·전자,블록체인/가상화폐,20250510,CCTV＆DVR
331380,포커스에이아이,전기·전자,블록체인/가상화폐,20250510,보안주(물리)
208710,포톤,전기·전자,기타 바이오,20250510,양자암호/양자컴퓨팅
208710,포톤,전기·전자,자동차/부품,20250510,카메라모듈/부품
208710,포톤,전기·전자,의료/건강,20250510,바이오인식(생체인식)
208710,포톤,전기·전자,자동차/부품,20250510,휴대폰부품
472850,폰드그룹,유통,소비재/유통,20250510,패션/의류
039980,폴라리스AI,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
039980,폴라리스AI,IT 서비스,소비재/유통,20250510,패션/의류
039980,폴라리스AI,IT 서비스,환경/기후,20250510,재난/안전(지진/화재 등)
039980,폴라리스AI,IT 서비스,건설/인프라,20250510,GTX(수도권 광역급행철도)
039980,폴라리스AI,IT 서비스,건설/인프라,20250510,철도
039980,폴라리스AI,IT 서비스,국제이슈,20250510,우크라이나 재건
041910,폴라리스AI파마,제약,바이오/제약,20250510,제약업체
234100,폴라리스세원,운송장비·부품,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
234100,폴라리스세원,운송장비·부품,자동차/부품,20250510,자동차부품
234100,폴라리스세원,운송장비·부품,전기차/자율주행,20250510,리비안(RIVIAN)
234100,폴라리스세원,운송장비·부품,전기차/자율주행,20250510,전기차
041020,폴라리스오피스,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
041020,폴라리스오피스,IT 서비스,블록체인/가상화폐,20250510,NFT(대체불가토큰)
041020,폴라리스오피스,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
041020,폴라리스오피스,IT 서비스,의료/건강,20250510,재택근무/스마트워크
041020,폴라리스오피스,IT 서비스,IT/통신,20250510,클라우드 컴퓨팅
041020,폴라리스오피스,IT 서비스,IT/통신,20250510,모바일솔루션(스마트폰)
114630,폴라리스우노,화학,,20250510,
290720,푸드나무,유통,소비재/유통,20250510,음식료업종
290720,푸드나무,유통,소비재/유통,20250510,육계
005670,푸드웰,음식료·담배,소비재/유통,20250510,음식료업종
094940,푸른기술,전기·전자,AI/로봇,20250510,키오스크(KIOSK)
094940,푸른기술,전기·전자,금융/핀테크,20250510,화폐/금융자동화기기(디지털화폐 등)
094940,푸른기술,전기·전자,디지털산업,20250510,4차산업 수혜주
094940,푸른기술,전기·전자,건설/인프라,20250510,철도
094940,푸른기술,전기·전자,AI/로봇,20250510,로봇(산업용/협동로봇 등)
057880,푸른소나무,기타,,20250510,
007330,푸른저축은행,금융,,20250510,
093380,풍강,금속,자동차/부품,20250510,자동차부품
023900,풍국주정,음식료·담배,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
023900,풍국주정,음식료·담배,소비재/유통,20250510,"주류업(주정, 에탄올 등)"
371950,풍원정밀,전기·전자,국제이슈,20250510,日 수출 규제(국산화 등)
371950,풍원정밀,전기·전자,디스플레이,20250510,OLED(유기 발광 다이오드)
370090,퓨런티어,의료·정밀기기,자동차/부품,20250510,카메라모듈/부품
370090,퓨런티어,의료·정밀기기,전기차/자율주행,20250510,자율주행차
445180,퓨릿,화학,반도체,20250510,반도체 재료/부품
151910,퓨처코어,전기·전자,,20250510,
220100,퓨쳐켐,제약,의료/건강,20250510,고령화 사회(노인복지)
220100,퓨쳐켐,제약,의료/건강,20250510,치매
035200,프럼파스트,화학,,20250510,
334970,프레스티지바이오로직스,제약,바이오/제약,20250510,제약업체
334970,프레스티지바이오로직스,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
321260,프로이천,전기·전자,디스플레이,20250510,OLED(유기 발광 다이오드)
321260,프로이천,전기·전자,반도체,20250510,반도체 장비
053610,프로텍,기계·장비,IT/통신,20250510,아이폰
053610,프로텍,기계·장비,IT/통신,20250510,전자파
053610,프로텍,기계·장비,반도체,20250510,반도체 장비
053610,프로텍,기계·장비,디스플레이,20250510,LED장비
303360,프로티아,의료·정밀기기,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
303360,프로티아,의료·정밀기기,의료/건강,20250510,의료기기
377220,프롬바이오,음식료·담배,의료/건강,20250510,탈모 치료
377220,프롬바이오,음식료·담배,의료/건강,20250510,건강기능식품
377220,프롬바이오,음식료·담배,소비재/유통,20250510,화장품
335810,프리시젼바이오,의료·정밀기기,코로나/백신,20250510,코로나19(진단키트)
335810,프리시젼바이오,의료·정밀기기,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
335810,프리시젼바이오,의료·정밀기기,의료/건강,20250510,의료기기
053160,프리엠스,전기·전자,금융/핀테크,20250510,화폐/금융자동화기기(디지털화폐 등)
053160,프리엠스,전기·전자,건설/인프라,20250510,건설기계
053160,프리엠스,전기·전자,국제이슈,20250510,우크라이나 재건
405000,플라즈맵,의료·정밀기기,의료/건강,20250510,의료기기
041590,플래스크,건설,,20250510,
367000,플래티어,IT 서비스,,20250510,
075130,플랜티넷,IT 서비스,AI/로봇,20250510,딥페이크(deepfake)
075130,플랜티넷,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
075130,플랜티넷,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
075130,플랜티넷,IT 서비스,기타 산업,20250510,창투사
237820,플레이디,일반서비스,미디어/SNS,20250510,광고
023770,플레이위드,IT 서비스,게임/엔터,20250510,게임
023770,플레이위드,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
019570,플루토스,금융,기타 산업,20250510,창투사
300080,플리토,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
033790,피노,전기·전자,게임/엔터,20250510,모바일게임(스마트폰)
033790,피노,전기·전자,IT/통신,20250510,통신장비
033790,피노,전기·전자,2차전지,20250510,2차전지(소재/부품)
033790,피노,전기·전자,2차전지,20250510,2차전지
032580,피델릭스,전기·전자,기타 산업,20250510,국내 상장 중국기업
032580,피델릭스,전기·전자,IT/통신,20250510,스마트폰
032580,피델릭스,전기·전자,자동차/부품,20250510,휴대폰부품
051380,피씨디렉트,유통,우주/항공,20250510,드론(Drone)
241820,피씨엘,제약,,20250510,
452450,피아이이,기계·장비,기타 산업,20250510,2025 상반기 신규상장
452450,피아이이,기계·장비,AI/로봇,20250510,지능형로봇/인공지능(AI)
452450,피아이이,기계·장비,디지털산업,20250510,스마트팩토리(스마트공장)
452450,피아이이,기계·장비,2차전지,20250510,2차전지
452450,피아이이,기계·장비,기타 산업,20250510,유리 기판
237750,피앤씨테크,전기·전자,탄소/친환경,20250510,전력설비
237750,피앤씨테크,전기·전자,탄소/친환경,20250510,스마트그리드(지능형전력망)
237750,피앤씨테크,전기·전자,건설/인프라,20250510,철도
460940,피앤에스미캐닉스,의료·정밀기기,AI/로봇,20250510,지능형로봇/인공지능(AI)
460940,피앤에스미캐닉스,의료·정밀기기,의료/건강,20250510,고령화 사회(노인복지)
460940,피앤에스미캐닉스,의료·정밀기기,의료/건강,20250510,의료기기
319660,피에스케이,기계·장비,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
319660,피에스케이,기계·장비,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
319660,피에스케이,기계·장비,반도체,20250510,시스템반도체
319660,피에스케이,기계·장비,반도체,20250510,반도체 장비
319660,피에스케이,기계·장비,반도체,20250510,3D 낸드(NAND)
031980,피에스케이홀딩스,기계·장비,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
031980,피에스케이홀딩스,기계·장비,반도체,20250510,반도체 장비
031980,피에스케이홀딩스,기계·장비,반도체,20250510,HBM(고대역폭메모리)
031980,피에스케이홀딩스,기계·장비,반도체,20250510,3D 낸드(NAND)
002230,피에스텍,의료·정밀기기,디지털산업,20250510,스마트홈(홈네트워크)
002230,피에스텍,의료·정밀기기,전기차/자율주행,20250510,전기차(충전소/충전기)
002230,피에스텍,의료·정밀기기,탄소/친환경,20250510,스마트그리드(지능형전력망)
002230,피에스텍,의료·정밀기기,전기차/자율주행,20250510,전기차
043370,피에이치에이,운송장비·부품,자동차/부품,20250510,자동차부품
043370,피에이치에이,운송장비·부품,전기차/자율주행,20250510,리비안(RIVIAN)
239890,피엔에이치테크,화학,디스플레이,20250510,OLED(유기 발광 다이오드)
347740,피엔케이피부임상연구센타,일반서비스,소비재/유통,20250510,화장품
137400,피엔티,기계·장비,전기차/자율주행,20250510,리비안(RIVIAN)
137400,피엔티,기계·장비,탄소/친환경,20250510,전력저장장치(ESS)
137400,피엔티,기계·장비,2차전지,20250510,2차전지
137400,피엔티,기계·장비,2차전지,20250510,2차전지(장비)
257370,피엔티엠에스,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
257370,피엔티엠에스,기계·장비,2차전지,20250510,2차전지
257370,피엔티엠에스,기계·장비,2차전지,20250510,2차전지(장비)
147760,피엠티,의료·정밀기기,반도체,20250510,반도체 재료/부품
128660,피제이메탈,금속,소재/금속,20250510,비철금속
006140,피제이전자,의료·정밀기기,의료/건강,20250510,고령화 사회(노인복지)
006140,피제이전자,의료·정밀기기,의료/건강,20250510,의료기기
006140,피제이전자,의료·정밀기기,블록체인/가상화폐,20250510,보안주(물리)
006140,피제이전자,의료·정밀기기,AI/로봇,20250510,로봇(산업용/협동로봇 등)
376180,피코그램,기타제조,,20250510,
304840,피플바이오,제약,의료/건강,20250510,탈모 치료
304840,피플바이오,제약,의료/건강,20250510,치매
087600,픽셀플러스,전기·전자,자동차/부품,20250510,카메라모듈/부품
087600,픽셀플러스,전기·전자,블록체인/가상화폐,20250510,보안주(물리)
291810,핀텔,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
291810,핀텔,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
378340,필에너지,기계·장비,2차전지,20250510,2차전지
378340,필에너지,기계·장비,2차전지,20250510,2차전지(장비)
161580,필옵틱스,기계·장비,반도체,20250510,PCB(FPCB 등)
161580,필옵틱스,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
161580,필옵틱스,기계·장비,디스플레이,20250510,플렉서블 디스플레이
161580,필옵틱스,기계·장비,2차전지,20250510,2차전지
161580,필옵틱스,기계·장비,2차전지,20250510,2차전지(장비)
161580,필옵틱스,기계·장비,기타 산업,20250510,유리 기판
347770,핌스,전기·전자,디스플레이,20250510,OLED(유기 발광 다이오드)
163730,핑거,IT 서비스,블록체인/가상화폐,20250510,NFT(대체불가토큰)
163730,핑거,IT 서비스,금융/핀테크,20250510,핀테크(FinTech)
163730,핑거,IT 서비스,블록체인/가상화폐,20250510,STO(토큰증권 발행)
163730,핑거,IT 서비스,메타버스,20250510,메타버스(Metaverse)
163730,핑거,IT 서비스,IT/통신,20250510,모바일솔루션(스마트폰)
163730,핑거,IT 서비스,금융/핀테크,20250510,마이데이터
417180,핑거스토리,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
417180,핑거스토리,IT 서비스,게임/엔터,20250510,웹툰
446750,하나26호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
448370,하나27호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
454750,하나28호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
454640,하나29호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
469880,하나30호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
469900,하나31호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
475240,하나32호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
475250,하나33호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
484130,하나34호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
435620,하나금융25호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
299030,하나기술,기계·장비,2차전지,20250510,폐배터리
299030,하나기술,기계·장비,2차전지,20250510,2차전지
299030,하나기술,기계·장비,2차전지,20250510,2차전지(장비)
299030,하나기술,기계·장비,2차전지,20250510,2차전지(전고체)
067310,하나마이크론,전기·전자,반도체,20250510,반도체 재료/부품
067310,하나마이크론,전기·전자,반도체,20250510,시스템반도체
067310,하나마이크론,전기·전자,반도체,20250510,반도체 장비
166090,하나머티리얼즈,전기·전자,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
166090,하나머티리얼즈,전기·전자,반도체,20250510,반도체 재료/부품
136480,하림,음식료·담배,환경/기후,20250510,여름
136480,하림,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
136480,하림,음식료·담배,바이오/제약,20250510,아프리카 돼지열병(ASF)
136480,하림,음식료·담배,게임/엔터,20250510,"스포츠행사 수혜(올림픽, 월드컵 등)"
136480,하림,음식료·담배,소비재/유통,20250510,육계
003380,하림지주,금융,기타 산업,20250510,지주사
450330,하스,제약,의료/건강,20250510,치아 치료(임플란트 등)
450330,하스,제약,기타 산업,20250510,유리 기판
101670,하이드로리튬,금속,국제이슈,20250510,DMZ 평화공원
101670,하이드로리튬,금속,환경/기후,20250510,재난/안전(지진/화재 등)
101670,하이드로리튬,금속,환경/기후,20250510,태풍 및 장마
101670,하이드로리튬,금속,탄소/친환경,20250510,4대강 복원
101670,하이드로리튬,금속,기타 산업,20250510,리튬
365590,하이딥,전기·전자,디스플레이,20250510,터치패널(스마트폰/태블릿PC 등)
149980,하이로닉,의료·정밀기기,,20250510,
013030,하이록코리아,금속,조선/해운,20250510,조선기자재
013030,하이록코리아,금속,기타 산업,20250510,피팅(관이음쇠)/밸브
013030,하이록코리아,금속,원자력/에너지,20250510,원자력발전
013030,하이록코리아,금속,건설/인프라,20250510,철도
126700,하이비젼시스템,의료·정밀기기,자동차/부품,20250510,카메라모듈/부품
126700,하이비젼시스템,의료·정밀기기,IT/통신,20250510,아이폰
126700,하이비젼시스템,의료·정밀기기,IT/통신,20250510,스마트폰
126700,하이비젼시스템,의료·정밀기기,전기차/자율주행,20250510,자율주행차
126700,하이비젼시스템,의료·정밀기기,기타 산업,20250510,3D 프린터
126700,하이비젼시스템,의료·정밀기기,메타버스,20250510,가상현실(VR)
450050,하이제8호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
160190,하이젠알앤엠,전기·전자,전기차/자율주행,20250510,전기차
160190,하이젠알앤엠,전기·전자,AI/로봇,20250510,로봇(산업용/협동로봇 등)
221840,하이즈항공,운송장비·부품,스마트도시,20250510,UAM(도심항공모빌리티)
221840,하이즈항공,운송장비·부품,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
221840,하이즈항공,운송장비·부품,여행/레저,20250510,항공기부품
106190,하이텍팜,제약,바이오/제약,20250510,제약업체
106190,하이텍팜,제약,바이오/제약,20250510,메르스 코로나 바이러스
065650,하이퍼코퍼레이션,유통,의료/건강,20250510,치매
066130,하츠,전기·전자,환경/기후,20250510,황사/미세먼지
066130,하츠,전기·전자,기타 산업,20250510,리모델링/인테리어
004590,한국가구,유통,,20250510,
039340,한국경제TV,오락·문화,미디어/SNS,20250510,미디어(방송/신문)
034950,한국기업평가,일반서비스,,20250510,
222980,한국맥널티,음식료·담배,소비재/유통,20250510,음식료업종
256840,한국비엔씨,제약,의료/건강,20250510,보톡스(보툴리눔톡신)
256840,한국비엔씨,제약,의료/건강,20250510,미용기기
256840,한국비엔씨,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
256840,한국비엔씨,제약,의료/건강,20250510,의료기기
256840,한국비엔씨,제약,바이오/제약,20250510,비만치료제
256840,한국비엔씨,제약,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
256840,한국비엔씨,제약,기타 바이오,20250510,마리화나(대마)
219750,한국비티비,의료·정밀기기,,20250510,
025550,한국선재,금속,건설/인프라,20250510,해저터널(지하화/지하도로 등)
025550,한국선재,금속,기타 산업,20250510,피팅(관이음쇠)/밸브
017890,한국알콜,화학,소비재/유통,20250510,"주류업(주정, 에탄올 등)"
080720,한국유니온제약,제약,,20250510,
041460,한국전자인증,IT 서비스,블록체인/가상화폐,20250510,블록체인
041460,한국전자인증,IT 서비스,금융/핀테크,20250510,핀테크(FinTech)
041460,한국전자인증,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
041460,한국전자인증,IT 서비스,금융/핀테크,20250510,토스(toss)
041460,한국전자인증,IT 서비스,금융/핀테크,20250510,인터넷은행
041460,한국전자인증,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
041460,한국전자인증,IT 서비스,디지털산업,20250510,사물인터넷
101680,한국정밀기계,기계·장비,건축/기계,20250510,공작기계
039740,한국정보공학,유통,,20250510,
053300,한국정보인증,IT 서비스,기타 바이오,20250510,양자암호/양자컴퓨팅
053300,한국정보인증,IT 서비스,금융/핀테크,20250510,핀테크(FinTech)
